CDO_goldhofer - ce9eb70b-eef7-4470-ab9e-8974ff3837d5,Processing Time UTC,Time Interval,Event Count,,,,,CDO_israel_television_news_company_ltd - 6471a63b-911a-4732-9b12-627859a14a4b,Processing Time UTC,Time Interval,Event Count,,,,,CDO_kramer_electronics__s4ikgr - cf848168-4dcd-4403-8ca8-7f927bf99b87,Processing Time UTC,Time Interval,Event Count,,,,,CDO_the_salvation_army__saag40 - c43079b2-097a-4543-bfc9-ca7a95201c22,Processing Time UTC,Time Interval,Event Count,,,,,CDO_vf-gcp_teradata_de__sc2tra - c9e535a1-774d-4f8d-9343-eadcac11789a,Processing Time UTC,Time Interval,Event Count
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-20-30-3d14547a-f36a-3804-afac-c3127c90187a.json.gz,2025-08-26 06:27:23,1.12m,13506,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/03/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-04-18-efacd017-de03-3de3-9623-1a0ee5b4c237.json.gz,2025-08-26 05:24:12,1.62m,5,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-05-00-46-7bb14262-4a5a-3402-af7f-eb7c62fe7b82.json.gz,2025-08-26 05:06:42,10.00s,31797,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-05-35-cc1a3320-3426-3fbb-8d7e-869a2a676071.json.gz,2025-08-26 06:12:59,1.33m,49875,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-16-29-27ac2afb-07c9-3408-9b7a-3ff7b6220cb7.json.gz,2025-08-26 06:19:47,2.00m,8318
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/21/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-09-17-15ec611f-4a56-3abf-aa48-101ba8ec1003.json.gz,2025-08-26 06:26:16,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-15-30-8dc79749-a15e-398b-9208-bee26e4240bd.json.gz,2025-08-26 05:22:35,4.32m,68634,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/04/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-04-59-06-8773a40a-00b7-3c0d-a232-77046fde56b4.json.gz,2025-08-26 05:06:32,5.10m,13191,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-04-50-49a7b2dd-1628-3588-a3bf-78a1c16a6aac.json.gz,2025-08-26 06:11:39,15.00s,793,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-14-29-8d1c6d47-d2d9-308b-8f54-16853e4eee9a.json.gz,2025-08-26 06:17:47,1.00s,8840
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/03/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-06-22-54b0b36e-02f6-3bcc-b1c1-99b0d6121bd4.json.gz,2025-08-26 06:26:16,3.18m,565,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/04/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-10-47-0eca4279-758f-31a9-a46d-a82f636ad1ef.json.gz,2025-08-26 05:18:16,1.35m,5316,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/04/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-04-54-07-553e9766-e6c9-351a-8303-7fd6f7e2d052.json.gz,2025-08-26 05:01:26,N/A (First file),34338,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-51-26-e9efaae1-74f1-3681-a06d-5d1ab7fe91f9.json.gz,2025-08-26 06:11:24,1.00s,426,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-14-29-01d0de0a-ece2-3573-a2fc-272ec465341f.json.gz,2025-08-26 06:17:46,2.00m,20
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-16-31-71af136d-8aad-34f7-b362-45b821250c27.json.gz,2025-08-26 06:23:05,37.00s,40381,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-09-28-df02e624-b5b5-347a-b44e-038c0cd9e258.json.gz,2025-08-26 05:16:55,4.42m,71577,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/03/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-54-51-5b198fd8-57e4-35ce-9160-3f5305df288d.json.gz,2025-08-26 06:11:23,3.00s,4,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-12-28-f3843fb2-b9c5-3a0b-805e-ca3af7385394.json.gz,2025-08-26 06:15:46,3.00s,24
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/10/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-06-05-f88e526a-eafb-36bb-a5d4-24d4222643d3.json.gz,2025-08-26 06:22:28,1.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/04/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-05-21-76bb6117-edfa-384d-a4bd-525bc5b182c0.json.gz,2025-08-26 05:12:30,1.45m,6116,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/00/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-51-27-d414b15b-662d-305f-84d4-96debbea1c90.json.gz,2025-08-26 06:11:20,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-12-28-3bf56317-3748-38e4-b4dd-4c3d98ae8e9e.json.gz,2025-08-26 06:15:43,1.92m,9399
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-04-25-babf1656-2584-3048-b501-d0b6713a694b.json.gz,2025-08-26 06:22:27,3.00s,5,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-04-37-33bd6382-3c7a-3b72-adf0-4ee9167dec3b.json.gz,2025-08-26 05:11:03,3.92m,66703,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/01/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-54-50-7e722af9-3592-3097-b676-956a968b6017.json.gz,2025-08-26 06:11:20,4.20m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-10-30-3bc62130-10d8-3f17-8425-e0d4db6a0390.json.gz,2025-08-26 06:13:48,2.00s,10686
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/01/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-06-05-20af45f6-0ddf-340e-9f0c-fdf9b574d49f.json.gz,2025-08-26 06:22:24,0.00s,41,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/04/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-04-59-40-910190d8-a835-3f48-8709-986fcbe378d3.json.gz,2025-08-26 05:07:08,48.00s,11288,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-00-31-8ddaef0a-0a16-336b-ba2f-4e1993af8363.json.gz,2025-08-26 06:07:08,1.83m,46372,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-10-30-cd3aa7b5-de3c-3fd1-96d7-c2740b614df2.json.gz,2025-08-26 06:13:46,2.07m,21
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/02/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-03-42-3fb88374-f410-396a-b5aa-d50ab228af19.json.gz,2025-08-26 06:22:24,0.00s,216,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/03/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-04-46-21-70cd64bd-eb9e-367c-ba9d-1be917d4f8be.json.gz,2025-08-26 05:06:20,23.00s,10634,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-58-15-647eb95f-06bd-3b6b-8725-028d446adb6e.json.gz,2025-08-26 06:05:18,3.68m,28151,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-08-27-752bd83d-8d18-3e7e-ac17-ddbf37a946b8.json.gz,2025-08-26 06:11:42,1.00s,9228
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-02-26-0445982f-aaa6-3515-8e10-a80c51f73fde.json.gz,2025-08-26 06:22:24,41.00s,1591,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-05-00-19-347a1020-d14b-3fb4-adf3-c36613f82a0b.json.gz,2025-08-26 05:05:57,3.73m,43069,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/15/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-43-31-c5bc48ae-2ecd-3206-a856-98577d7304c4.json.gz,2025-08-26 06:01:37,2.75m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-08-27-7a3e35a3-cd63-343c-ab2d-6bf898cae03a.json.gz,2025-08-26 06:11:41,1.95m,18
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-14-18-b9af1c3c-d434-3369-bb0e-d1c6d29c5211.json.gz,2025-08-26 06:21:43,4.05m,12420,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/25/19/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-04-43-25-b6758da5-3785-35a9-a706-52cb908aec39.json.gz,2025-08-26 05:02:13,3.00s,1,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-51-27-5b0b2884-a475-395a-a13b-c704bd4020fe.json.gz,2025-08-26 05:58:52,2.27m,52269,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-06-25-d4fa3e81-76ad-3548-9fbd-b33b974717d7.json.gz,2025-08-26 06:09:44,3.00s,25
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/00/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-00-50-56c8f8e9-ea1b-38ff-977f-64fc9bb49827.json.gz,2025-08-26 06:17:40,1.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/02/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-04-45-14-458b0322-5b92-3c2b-b35c-58d271539687.json.gz,2025-08-26 05:02:10,22.00s,2,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/22/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-37-20-83157274-4e7c-32f6-9b44-19fd8e9be29f.json.gz,2025-08-26 05:56:36,4.17m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-06-25-1a6baf7f-1d97-3d5c-b7e1-192d9fcd99b6.json.gz,2025-08-26 06:09:41,1.47m,9221
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/11/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-00-33-7ee3c026-f3b0-3e15-87a6-2fed900658aa.json.gz,2025-08-26 06:17:39,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/04/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-04-54-33-7b017f2a-2fbc-3a21-8288-77abad315cac.json.gz,2025-08-26 05:01:48,N/A (First file),64737,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-45-17-1be0b763-7a9a-369d-a1e2-82b80e9d5c2d.json.gz,2025-08-26 05:52:26,30.00s,45854,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-buffered-1-2025-08-26-05-48-21-7a97bd0c-d06d-3f49-bb4f-4de7579b857c.json.gz,2025-08-26 06:08:13,33.00s,48
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/16/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-01-10-1c088c9a-1fc0-3ade-81b3-98565ae0f7af.json.gz,2025-08-26 06:17:39,0.00s,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-31-49-33e2bf09-4cfe-3f8d-9de5-acb4d7421a7c.json.gz,2025-08-26 05:51:56,9.00s,773,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-04-24-7deed570-eb87-3f57-8c38-da7c251cf312.json.gz,2025-08-26 06:07:40,0.00s,26
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/17/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-01-10-f2958443-8e8d-3151-a683-ee3adfaff1be.json.gz,2025-08-26 06:17:39,11.00s,2,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/01/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-31-50-0c5f3071-e720-3c68-a457-37e08cd76aed.json.gz,2025-08-26 05:51:47,1.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-04-24-d28710e3-cbed-3491-9490-bbce6badc115.json.gz,2025-08-26 06:07:40,2.00m,8669
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-10-23-97debcf9-1518-31a1-8d86-04b2debcfa91.json.gz,2025-08-26 06:17:28,1.33m,38646,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/03/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-33-37-9109df13-2186-3196-974e-04c581aaa12a.json.gz,2025-08-26 05:51:46,4.27m,4,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-02-22-da908d78-ad0a-3c14-b064-6ed44942f5b4.json.gz,2025-08-26 06:05:40,0.00s,32
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-09-14-ce597261-4653-3180-a52d-74f15f3a1450.json.gz,2025-08-26 06:16:08,2.33m,12413,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-40-22-0120ea8a-4874-3f82-b47b-6511a267e7a6.json.gz,2025-08-26 05:47:30,5.00m,35507,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-02-22-3acfbe50-6867-3d31-9eed-0cfa9c418745.json.gz,2025-08-26 06:05:40,1.87m,9026
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/24/18/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-55-53-e974da97-79f7-387b-b968-cb423d096285.json.gz,2025-08-26 06:13:48,0.00s,4,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-35-24-657bc475-4f40-355d-be54-f104e3b2ac03.json.gz,2025-08-26 05:42:30,1.97m,35343,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-00-23-18b62e77-2578-3588-b5e6-c194a8dce126.json.gz,2025-08-26 06:03:48,13.00s,7489
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/15/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-54-52-f8d4c5df-1cf9-3ba5-a8fc-c1e11abac097.json.gz,2025-08-26 06:13:48,0.00s,30,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/00/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-21-11-e7305afe-d32a-34f2-8548-dd4401d790d1.json.gz,2025-08-26 05:40:32,3.93m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-00-23-28023c69-44c7-3290-9dfd-0f468eb45de2.json.gz,2025-08-26 06:03:35,1.88m,3357
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/18/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-56-57-38961a84-6c34-3277-b47e-96962399be10.json.gz,2025-08-26 06:13:48,1.00s,2,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-29-25-50d5e254-ecb2-3032-9cf6-94ed96fd5e1e.json.gz,2025-08-26 05:36:36,3.00s,43989,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-58-22-6daab15d-45ef-3dcc-aeaa-46995f56b6f9.json.gz,2025-08-26 06:01:42,2.05m,10509
