CDO_jnj_global_prod - d4614a6f-c912-456a-89a6-dd3250a6ee0e,Processing Time UTC,Time Interval,Event Count,dummy
s3194,2025-08-25 07:08,9.00s,79506,s3194
s3195,2025-08-25 07:08,1.00s,172556,s3195
s3196,2025-08-25 07:08,9.00s,51033,s3196
s3197,2025-08-25 07:08,0.00s,158037,s3197
s3198,2025-08-25 07:08,0.00s,158451,s3198
s3199,2025-08-25 07:08,0.00s,153929,s3199
s3200,2025-08-25 07:08,0.00s,165269,s3200
s3201,2025-08-25 07:08,0.00s,158753,s3201
s3202,2025-08-25 07:08,0.00s,153981,s3202
s3203,2025-08-25 07:08,1.00s,156120,s3203
s3204,2025-08-25 07:08,20.00s,96544,s3204
s3205,2025-08-25 07:07,0.00s,77497,s3205
s3206,2025-08-25 07:07,1.00s,80518,s3206
s3207,2025-08-25 07:07,2.00s,166429,s3207
s3208,2025-08-25 07:07,0.00s,92224,s3208
s3209,2025-08-25 07:07,1.00s,162832,s3209
s3210,2025-08-25 07:07,0.00s,2,s3210
s3211,2025-08-25 07:07,0.00s,31,s3211
s3212,2025-08-25 07:07,0.00s,67,s3212
s3213,2025-08-25 07:07,0.00s,682,s3213
s3214,2025-08-25 07:07,0.00s,263,s3214
s3215,2025-08-25 07:07,0.00s,2695,s3215
s3216,2025-08-25 07:07,0.00s,166,s3216
s3217,2025-08-25 07:07,0.00s,250,s3217
s3218,2025-08-25 07:07,0.00s,7945,s3218
s3219,2025-08-25 07:07,0.00s,94676,s3219
s3220,2025-08-25 07:07,0.00s,76631,s3220
s3221,2025-08-25 07:07,0.00s,79695,s3221
s3222,2025-08-25 07:07,1.00s,84241,s3222
s3223,2025-08-25 07:07,0.00s,3,s3223
s3224,2025-08-25 07:07,0.00s,1,s3224
s3225,2025-08-25 07:07,0.00s,954,s3225
s3226,2025-08-25 07:07,0.00s,45,s3226
s3227,2025-08-25 07:07,0.00s,41,s3227
s3228,2025-08-25 07:07,0.00s,115,s3228
s3229,2025-08-25 07:07,0.00s,65,s3229
s3230,2025-08-25 07:07,0.00s,67,s3230
s3231,2025-08-25 07:07,0.00s,637,s3231
s3232,2025-08-25 07:07,0.00s,22,s3232
s3233,2025-08-25 07:07,0.00s,262,s3233
s3234,2025-08-25 07:07,0.00s,1097,s3234
s3235,2025-08-25 07:07,0.00s,171,s3235
s3236,2025-08-25 07:07,0.00s,218,s3236
s3237,2025-08-25 07:07,0.00s,1034,s3237
s3238,2025-08-25 07:07,0.00s,30401,s3238
s3239,2025-08-25 07:07,0.00s,163684,s3239
s3240,2025-08-25 07:07,0.00s,168583,s3240
s3241,2025-08-25 07:07,0.00s,165144,s3241
s3242,2025-08-25 07:07,0.00s,158698,s3242
s3243,2025-08-25 07:07,0.00s,172368,s3243
s3244,2025-08-25 07:07,1.00s,55880,s3244
s3245,2025-08-25 07:07,1.00s,1472,s3245
s3246,2025-08-25 07:07,0.00s,1,s3246
s3247,2025-08-25 07:07,0.00s,628,s3247
s3248,2025-08-25 07:07,0.00s,64,s3248
s3249,2025-08-25 07:07,0.00s,88,s3249
s3250,2025-08-25 07:07,0.00s,111,s3250
s3251,2025-08-25 07:07,0.00s,2652,s3251
s3252,2025-08-25 07:07,0.00s,1644,s3252
s3253,2025-08-25 07:07,0.00s,318,s3253
s3254,2025-08-25 07:07,0.00s,123,s3254
s3255,2025-08-25 07:07,0.00s,193,s3255
s3256,2025-08-25 07:07,0.00s,1272,s3256
s3257,2025-08-25 07:07,1.00s,784,s3257
s3258,2025-08-25 07:07,0.00s,40,s3258
s3259,2025-08-25 07:07,0.00s,50,s3259
s3260,2025-08-25 07:07,0.00s,266,s3260
s3261,2025-08-25 07:07,17.00s,1882,s3261
s3262,2025-08-25 07:07,4.00s,149545,s3262
s3263,2025-08-25 07:07,0.00s,167595,s3263
s3264,2025-08-25 07:07,0.00s,158977,s3264
s3265,2025-08-25 07:07,0.00s,158568,s3265
s3266,2025-08-25 07:07,1.00s,165416,s3266
s3267,2025-08-25 07:07,0.00s,153644,s3267
s3268,2025-08-25 07:07,0.00s,164813,s3268
s3269,2025-08-25 07:07,0.00s,164337,s3269
s3270,2025-08-25 07:07,1.00s,70532,s3270
s3271,2025-08-25 07:07,24.00s,41938,s3271
s3272,2025-08-25 07:06,0.00s,78403,s3272
s3273,2025-08-25 07:06,0.00s,81430,s3273
s3274,2025-08-25 07:06,0.00s,162288,s3274
s3275,2025-08-25 07:06,0.00s,153947,s3275
s3276,2025-08-25 07:06,0.00s,158048,s3276
s3277,2025-08-25 07:06,0.00s,163148,s3277
s3278,2025-08-25 07:06,0.00s,163138,s3278
s3279,2025-08-25 07:06,0.00s,163741,s3279
s3280,2025-08-25 07:06,0.00s,157460,s3280
s3281,2025-08-25 07:06,1.00s,77293,s3281
s3282,2025-08-25 07:06,0.00s,81180,s3282
s3283,2025-08-25 07:06,0.00s,77518,s3283
s3284,2025-08-25 07:06,0.00s,79059,s3284
s3285,2025-08-25 07:06,0.00s,17140,s3285
s3286,2025-08-25 07:06,0.00s,82298,s3286
s3287,2025-08-25 07:06,15.00s,79760,s3287
s3288,2025-08-25 07:06,0.00s,164629,s3288
s3289,2025-08-25 07:06,3.00s,162546,s3289
s3290,2025-08-25 07:06,0.00s,157670,s3290
s3291,2025-08-25 07:06,0.00s,157590,s3291
s3292,2025-08-25 07:06,0.00s,168514,s3292
s3293,2025-08-25 07:06,0.00s,159177,s3293
s3294,2025-08-25 07:06,1.00s,162126,s3294
s3295,2025-08-25 07:06,1.00s,1,s3295
s3296,2025-08-25 07:06,2.00s,64087,s3296
s3297,2025-08-25 07:06,0.00s,2,s3297
s3298,2025-08-25 07:06,0.00s,1,s3298
s3299,2025-08-25 07:06,0.00s,1,s3299
s3300,2025-08-25 07:06,7.00s,18,s3300
s3301,2025-08-25 07:06,2.00s,165927,s3301
s3302,2025-08-25 07:06,9.00s,28071,s3302
s3303,2025-08-25 07:06,1.00s,76007,s3303
s3304,2025-08-25 07:06,2.00s,149625,s3304
s3305,2025-08-25 07:06,0.00s,78382,s3305
s3306,2025-08-25 07:06,0.00s,80383,s3306
s3307,2025-08-25 07:06,0.00s,79698,s3307
s3308,2025-08-25 07:06,0.00s,76104,s3308
s3309,2025-08-25 07:06,0.00s,77227,s3309
s3310,2025-08-25 07:06,1.00s,79755,s3310
s3311,2025-08-25 07:06,0.00s,153010,s3311
s3312,2025-08-25 07:06,0.00s,149378,s3312
s3313,2025-08-25 07:06,0.00s,155406,s3313
s3314,2025-08-25 07:06,0.00s,146882,s3314
s3315,2025-08-25 07:06,0.00s,158120,s3315
s3316,2025-08-25 07:06,1.00s,147860,s3316
s3317,2025-08-25 07:06,0.00s,27423,s3317
s3318,2025-08-25 07:06,17.00s,75771,s3318
s3319,2025-08-25 07:05,2.00s,159574,s3319
s3320,2025-08-25 07:05,0.00s,163727,s3320
s3321,2025-08-25 07:05,0.00s,153052,s3321
s3322,2025-08-25 07:05,1.00s,156309,s3322
s3323,2025-08-25 07:05,0.00s,156532,s3323
s3324,2025-08-25 07:05,0.00s,66317,s3324
s3325,2025-08-25 07:05,0.00s,153852,s3325
s3326,2025-08-25 07:05,4.00s,154303,s3326
s3327,2025-08-25 07:05,4.00s,1,s3327
s3328,2025-08-25 07:05,0.00s,1,s3328
s3329,2025-08-25 07:05,0.00s,2,s3329
s3330,2025-08-25 07:05,0.00s,1,s3330
s3331,2025-08-25 07:05,7.00s,1,s3331
s3332,2025-08-25 07:05,1.00s,85164,s3332
s3333,2025-08-25 07:05,0.00s,77693,s3333
s3334,2025-08-25 07:05,3.00s,157930,s3334
s3335,2025-08-25 07:05,0.00s,77750,s3335
s3336,2025-08-25 07:05,0.00s,54572,s3336
s3337,2025-08-25 07:05,0.00s,90408,s3337
s3338,2025-08-25 07:05,0.00s,78212,s3338
s3339,2025-08-25 07:05,0.00s,82336,s3339
s3340,2025-08-25 07:05,0.00s,90020,s3340
s3341,2025-08-25 07:05,0.00s,153864,s3341
s3342,2025-08-25 07:05,0.00s,157890,s3342
s3343,2025-08-25 07:05,0.00s,148366,s3343
s3344,2025-08-25 07:05,0.00s,158903,s3344
s3345,2025-08-25 07:05,0.00s,158777,s3345
s3346,2025-08-25 07:05,2.00s,157016,s3346
s3347,2025-08-25 07:05,3.00s,20565,s3347
s3348,2025-08-25 07:05,1.00s,162135,s3348
s3349,2025-08-25 07:05,16.00s,73440,s3349
s3350,2025-08-25 07:05,1.00s,156567,s3350
s3351,2025-08-25 07:05,2.00s,58264,s3351
s3352,2025-08-25 07:05,0.00s,141045,s3352
s3353,2025-08-25 07:05,0.00s,148674,s3353
s3354,2025-08-25 07:05,0.00s,151655,s3354
s3355,2025-08-25 07:05,0.00s,141932,s3355
s3356,2025-08-25 07:05,0.00s,146010,s3356
s3357,2025-08-25 07:05,17.00s,151426,s3357
s3358,2025-08-25 07:04,2.00s,3,s3358
s3359,2025-08-25 07:04,1.00s,3,s3359
s3360,2025-08-25 07:04,0.00s,2,s3360
s3361,2025-08-25 07:04,2.00s,1,s3361
s3362,2025-08-25 07:04,2.00s,169022,s3362
s3363,2025-08-25 07:04,0.00s,87667,s3363
s3364,2025-08-25 07:04,0.00s,78931,s3364
s3365,2025-08-25 07:04,0.00s,82388,s3365
s3366,2025-08-25 07:04,0.00s,82937,s3366
s3367,2025-08-25 07:04,1.00s,85096,s3367
s3368,2025-08-25 07:04,0.00s,64423,s3368
s3369,2025-08-25 07:04,0.00s,151118,s3369
s3370,2025-08-25 07:04,0.00s,150536,s3370
s3371,2025-08-25 07:04,0.00s,147639,s3371
s3372,2025-08-25 07:04,0.00s,147156,s3372
s3373,2025-08-25 07:04,0.00s,147070,s3373
s3374,2025-08-25 07:04,1.00s,148974,s3374
s3375,2025-08-25 07:04,9.00s,29061,s3375
s3376,2025-08-25 07:04,5.00s,163390,s3376
s3377,2025-08-25 07:04,0.00s,80174,s3377
s3378,2025-08-25 07:04,0.00s,152350,s3378
s3379,2025-08-25 07:04,0.00s,148451,s3379
s3380,2025-08-25 07:04,0.00s,156761,s3380
s3381,2025-08-25 07:04,0.00s,138892,s3381
s3382,2025-08-25 07:04,0.00s,154869,s3382
s3383,2025-08-25 07:04,0.00s,151562,s3383
s3384,2025-08-25 07:04,1.00s,152430,s3384
s3385,2025-08-25 07:04,2.00s,33606,s3385
s3386,2025-08-25 07:04,1.00s,70028,s3386
s3387,2025-08-25 07:04,0.00s,74800,s3387
s3388,2025-08-25 07:04,0.00s,79297,s3388
s3389,2025-08-25 07:04,0.00s,81354,s3389
s3390,2025-08-25 07:04,2.00s,81714,s3390
s3391,2025-08-25 07:04,5.00s,973,s3391
s3392,2025-08-25 07:04,4.00s,80426,s3392
s3393,2025-08-25 07:04,0.00s,81901,s3393
s3394,2025-08-25 07:04,0.00s,84331,s3394
s3395,2025-08-25 07:04,0.00s,79293,s3395
s3396,2025-08-25 07:04,0.00s,82095,s3396
s3397,2025-08-25 07:04,12.00s,80306,s3397
s3398,2025-08-25 07:04,0.00s,2,s3398
s3399,2025-08-25 07:04,3.00s,2,s3399
s3400,2025-08-25 07:03,0.00s,1,s3400
s3401,2025-08-25 07:03,0.00s,3,s3401
s3402,2025-08-25 07:03,0.00s,1,s3402
s3403,2025-08-25 07:03,0.00s,1,s3403
s3404,2025-08-25 07:03,0.00s,5,s3404
s3405,2025-08-25 07:03,0.00s,1,s3405
s3406,2025-08-25 07:03,0.00s,3,s3406
s3407,2025-08-25 07:03,1.00s,10,s3407
s3408,2025-08-25 07:03,0.00s,2,s3408
s3409,2025-08-25 07:03,0.00s,140212,s3409
s3410,2025-08-25 07:03,0.00s,137448,s3410
s3411,2025-08-25 07:03,0.00s,146178,s3411
s3412,2025-08-25 07:03,0.00s,150552,s3412
s3413,2025-08-25 07:03,0.00s,150372,s3413
s3414,2025-08-25 07:03,0.00s,150663,s3414
s3415,2025-08-25 07:03,1.00s,148480,s3415
s3416,2025-08-25 07:03,14.00s,20914,s3416
s3417,2025-08-25 07:03,0.00s,79694,s3417
s3418,2025-08-25 07:03,1.00s,165807,s3418
s3419,2025-08-25 07:03,1.00s,17561,s3419
s3420,2025-08-25 07:03,1.00s,152653,s3420
s3421,2025-08-25 07:03,0.00s,86535,s3421
s3422,2025-08-25 07:03,0.00s,84966,s3422
s3423,2025-08-25 07:03,0.00s,81193,s3423
s3424,2025-08-25 07:03,0.00s,86299,s3424
s3425,2025-08-25 07:03,2.00s,82708,s3425
s3426,2025-08-25 07:03,0.00s,142642,s3426
s3427,2025-08-25 07:03,0.00s,141671,s3427
s3428,2025-08-25 07:03,0.00s,143074,s3428
s3429,2025-08-25 07:03,0.00s,150139,s3429
s3430,2025-08-25 07:03,0.00s,146409,s3430
s3431,2025-08-25 07:03,1.00s,145454,s3431
s3432,2025-08-25 07:03,15.00s,9409,s3432
s3433,2025-08-25 07:03,3.00s,137161,s3433
s3434,2025-08-25 07:03,0.00s,142079,s3434
s3435,2025-08-25 07:03,0.00s,147386,s3435
s3436,2025-08-25 07:03,0.00s,145143,s3436
s3437,2025-08-25 07:03,0.00s,143798,s3437
s3438,2025-08-25 07:03,0.00s,140297,s3438
s3439,2025-08-25 07:03,2.00s,140393,s3439
s3440,2025-08-25 07:03,9.00s,35764,s3440
s3441,2025-08-25 07:03,4.00s,81168,s3441
s3442,2025-08-25 07:03,0.00s,82231,s3442
s3443,2025-08-25 07:03,0.00s,80601,s3443
s3444,2025-08-25 07:03,0.00s,80396,s3444
s3445,2025-08-25 07:03,1.00s,79796,s3445
s3446,2025-08-25 07:03,0.00s,1,s3446
s3447,2025-08-25 07:03,0.00s,82179,s3447
s3448,2025-08-25 07:03,1.00s,8056,s3448
s3449,2025-08-25 07:03,1.00s,1,s3449
s3450,2025-08-25 07:03,4.00s,1,s3450
s3451,2025-08-25 07:02,4.00s,3,s3451
s3452,2025-08-25 07:02,0.00s,131868,s3452
s3453,2025-08-25 07:02,0.00s,126928,s3453
s3454,2025-08-25 07:02,0.00s,130063,s3454
s3455,2025-08-25 07:02,0.00s,141865,s3455
s3456,2025-08-25 07:02,0.00s,139172,s3456
s3457,2025-08-25 07:02,0.00s,134784,s3457
s3458,2025-08-25 07:02,1.00s,134990,s3458
s3459,2025-08-25 07:02,6.00s,13272,s3459
s3460,2025-08-25 07:02,5.00s,163465,s3460
s3461,2025-08-25 07:02,0.00s,82592,s3461
s3462,2025-08-25 07:02,3.00s,47672,s3462
s3463,2025-08-25 07:02,0.00s,83735,s3463
s3464,2025-08-25 07:02,0.00s,82133,s3464
s3465,2025-08-25 07:02,0.00s,83825,s3465
s3466,2025-08-25 07:02,0.00s,82785,s3466
s3467,2025-08-25 07:02,0.00s,82819,s3467
s3468,2025-08-25 07:02,0.00s,124244,s3468
s3469,2025-08-25 07:02,0.00s,133237,s3469
s3470,2025-08-25 07:02,0.00s,127429,s3470
s3471,2025-08-25 07:02,0.00s,134091,s3471
s3472,2025-08-25 07:02,0.00s,115804,s3472
s3473,2025-08-25 07:02,0.00s,130609,s3473
s3474,2025-08-25 07:02,1.00s,126696,s3474
s3475,2025-08-25 07:02,19.00s,38434,s3475
s3476,2025-08-25 07:02,0.00s,121269,s3476
s3477,2025-08-25 07:02,0.00s,97836,s3477
s3478,2025-08-25 07:02,0.00s,129063,s3478
s3479,2025-08-25 07:02,0.00s,121329,s3479
s3480,2025-08-25 07:02,0.00s,126151,s3480
s3481,2025-08-25 07:02,0.00s,113133,s3481
s3482,2025-08-25 07:02,8.00s,126277,s3482
s3483,2025-08-25 07:02,2.00s,9,s3483
s3484,2025-08-25 07:02,0.00s,80880,s3484
s3485,2025-08-25 07:02,0.00s,82123,s3485
s3486,2025-08-25 07:02,0.00s,83459,s3486
s3487,2025-08-25 07:02,0.00s,80421,s3487
s3488,2025-08-25 07:02,0.00s,46464,s3488
s3489,2025-08-25 07:02,0.00s,83017,s3489
s3490,2025-08-25 07:02,1.00s,82154,s3490
s3491,2025-08-25 07:02,0.00s,1,s3491
s3492,2025-08-25 07:02,0.00s,1,s3492
s3493,2025-08-25 07:02,0.00s,3,s3493
s3494,2025-08-25 07:02,1.00s,3,s3494
s3495,2025-08-25 07:02,0.00s,1,s3495
s3496,2025-08-25 07:02,0.00s,1,s3496
s3497,2025-08-25 07:02,0.00s,1,s3497
s3498,2025-08-25 07:02,4.00s,13,s3498
s3499,2025-08-25 07:02,3.00s,123620,s3499
s3500,2025-08-25 07:01,0.00s,121813,s3500
s3501,2025-08-25 07:01,0.00s,124157,s3501
s3502,2025-08-25 07:01,0.00s,95822,s3502
s3503,2025-08-25 07:01,0.00s,125096,s3503
s3504,2025-08-25 07:01,0.00s,122405,s3504
s3505,2025-08-25 07:01,11.00s,117468,s3505
s3506,2025-08-25 07:01,2.00s,170518,s3506
s3507,2025-08-25 07:01,6.00s,15277,s3507
s3508,2025-08-25 07:01,2.00s,86060,s3508
s3509,2025-08-25 07:01,0.00s,84551,s3509
s3510,2025-08-25 07:01,0.00s,84929,s3510
s3511,2025-08-25 07:01,0.00s,81847,s3511
s3512,2025-08-25 07:01,0.00s,85498,s3512
s3513,2025-08-25 07:01,0.00s,126086,s3513
s3514,2025-08-25 07:01,0.00s,117777,s3514
s3515,2025-08-25 07:01,1.00s,120167,s3515
s3516,2025-08-25 07:01,0.00s,45157,s3516
s3517,2025-08-25 07:01,0.00s,51007,s3517
s3518,2025-08-25 07:01,0.00s,87354,s3518
s3519,2025-08-25 07:01,0.00s,86055,s3519
s3520,2025-08-25 07:01,0.00s,124961,s3520
s3521,2025-08-25 07:01,0.00s,114830,s3521
s3522,2025-08-25 07:01,0.00s,128668,s3522
s3523,2025-08-25 07:01,13.00s,81257,s3523
s3524,2025-08-25 07:01,0.00s,1,s3524
s3525,2025-08-25 07:01,1.00s,4,s3525
s3526,2025-08-25 07:01,2.00s,7,s3526
s3527,2025-08-25 07:01,0.00s,2,s3527
s3528,2025-08-25 07:01,0.00s,7,s3528
s3529,2025-08-25 07:01,0.00s,4,s3529
s3530,2025-08-25 07:01,0.00s,1,s3530
s3531,2025-08-25 07:01,0.00s,2,s3531
s3532,2025-08-25 07:01,0.00s,3,s3532
s3533,2025-08-25 07:01,0.00s,3,s3533
s3534,2025-08-25 07:01,0.00s,24,s3534
s3535,2025-08-25 07:01,0.00s,14,s3535
s3536,2025-08-25 07:01,1.00s,157,s3536
s3537,2025-08-25 07:01,0.00s,1,s3537
s3538,2025-08-25 07:01,1.00s,3,s3538
s3539,2025-08-25 07:01,0.00s,102875,s3539
s3540,2025-08-25 07:01,0.00s,105939,s3540
s3541,2025-08-25 07:01,0.00s,111702,s3541
s3542,2025-08-25 07:01,0.00s,105531,s3542
s3543,2025-08-25 07:01,1.00s,98426,s3543
s3544,2025-08-25 07:01,0.00s,56067,s3544
s3545,2025-08-25 07:01,7.00s,97092,s3545
s3546,2025-08-25 07:01,0.00s,88989,s3546
s3547,2025-08-25 07:01,1.00s,216233,s3547
s3548,2025-08-25 07:01,2.00s,162361,s3548
s3549,2025-08-25 07:01,0.00s,209153,s3549
s3550,2025-08-25 07:01,1.00s,210102,s3550
s3551,2025-08-25 07:01,0.00s,204294,s3551
s3552,2025-08-25 07:01,0.00s,24022,s3552
s3553,2025-08-25 07:01,27.00s,123538,s3553
s3554,2025-08-25 07:00,0.00s,78543,s3554
s3555,2025-08-25 07:00,1.00s,216333,s3555
s3556,2025-08-25 07:00,0.00s,82269,s3556
s3557,2025-08-25 07:00,1.00s,172552,s3557
s3558,2025-08-25 07:00,1.00s,38086,s3558
s3559,2025-08-25 07:00,0.00s,81929,s3559
s3560,2025-08-25 07:00,0.00s,74159,s3560
s3561,2025-08-25 07:00,0.00s,80898,s3561
s3562,2025-08-25 07:00,0.00s,210150,s3562
s3563,2025-08-25 07:00,0.00s,212953,s3563
s3564,2025-08-25 07:00,0.00s,202297,s3564
s3565,2025-08-25 07:00,0.00s,216821,s3565
s3566,2025-08-25 07:00,0.00s,203648,s3566
s3567,2025-08-25 07:00,1.00s,227843,s3567
s3568,2025-08-25 07:00,0.00s,77912,s3568
s3569,2025-08-25 07:00,1.00s,78579,s3569
s3570,2025-08-25 07:00,0.00s,47932,s3570
s3571,2025-08-25 07:00,6.00s,16788,s3571
s3572,2025-08-25 07:00,1.00s,568,s3572
s3573,2025-08-25 07:00,0.00s,6,s3573
s3574,2025-08-25 07:00,1.00s,18,s3574
s3575,2025-08-25 07:00,1.00s,21,s3575
s3576,2025-08-25 07:00,1.00s,25195,s3576
s3577,2025-08-25 07:00,0.00s,74,s3577
s3578,2025-08-25 07:00,0.00s,2,s3578
s3579,2025-08-25 07:00,0.00s,1,s3579
s3580,2025-08-25 07:00,0.00s,1621,s3580
s3581,2025-08-25 07:00,0.00s,27,s3581
s3582,2025-08-25 07:00,0.00s,27,s3582
s3583,2025-08-25 07:00,0.00s,149,s3583
s3584,2025-08-25 07:00,1.00s,805,s3584
s3585,2025-08-25 07:00,0.00s,1,s3585
s3586,2025-08-25 07:00,0.00s,9,s3586
s3587,2025-08-25 07:00,0.00s,22,s3587
s3588,2025-08-25 07:00,0.00s,2,s3588
s3589,2025-08-25 07:00,0.00s,1766,s3589
s3590,2025-08-25 07:00,0.00s,48,s3590
s3591,2025-08-25 07:00,0.00s,20,s3591
s3592,2025-08-25 07:00,0.00s,20,s3592
s3593,2025-08-25 07:00,0.00s,17,s3593
s3594,2025-08-25 07:00,0.00s,17,s3594
s3595,2025-08-25 07:00,0.00s,443,s3595
s3596,2025-08-25 07:00,17.00s,3700,s3596
s3597,2025-08-25 07:00,0.00s,208861,s3597
s3598,2025-08-25 07:00,0.00s,205840,s3598
s3599,2025-08-25 07:00,0.00s,212781,s3599
s3600,2025-08-25 07:00,0.00s,207189,s3600
s3601,2025-08-25 07:00,0.00s,208363,s3601
s3602,2025-08-25 07:00,0.00s,188013,s3602
s3603,2025-08-25 07:00,1.00s,212993,s3603
s3604,2025-08-25 07:00,N/A (First file),55801,s3604
Average Interval:,,1.50s,,
