CDO_amari_metals_ltd__sytzwr - 65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d,Processing Time UTC,Time Interval,Event Count,,,,,CDO_dfds - b75ee6bf-999f-41dc-a002-a1a9009d2ad6,Processing Time UTC,Time Interval,Event Count,,,,,CDO_eriks__s84cvj - 0de4e9b8-0724-454c-9c36-1499ab2aa0da,Processing Time UTC,Time Interval,Event Count,,,,,CDO_goldhofer - ce9eb70b-eef7-4470-ab9e-8974ff3837d5,Processing Time UTC,Time Interval,Event Count,,,,,CDO_israel_television_news_company_ltd - 6471a63b-911a-4732-9b12-627859a14a4b,Processing Time UTC,Time Interval,Event Count,,,,,CDO_jnj_global_prod - d4614a6f-c912-456a-89a6-dd3250a6ee0e,Processing Time UTC,Time Interval,Event Count,,,,,CDO_kramer_electronics__s4ikgr - cf848168-4dcd-4403-8ca8-7f927bf99b87,Processing Time UTC,Time Interval,Event Count,,,,,CDO_lolland_kommune - 7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7,Processing Time UTC,Time Interval,Event Count,,,,,CDO_nepi_investment_management_srl__sii96l - 7c216ec6-0040-46f7-a283-93670959b8c6,Processing Time UTC,Time Interval,Event Count,,,,,CDO_netteam__s4f3n5 - fcd2c3b8-0b1e-4d76-b510-e16d2ef8efe5,Processing Time UTC,Time Interval,Event Count,,,,,CDO_the_salvation_army__saag40 - c43079b2-097a-4543-bfc9-ca7a95201c22,Processing Time UTC,Time Interval,Event Count,,,,,CDO_trusteddata - 040f6579-8ce0-4cd7-bb56-fc5f816a02da,Processing Time UTC,Time Interval,Event Count,,,,,CDO_vf-gcp_teradata_de__sc2tra - c9e535a1-774d-4f8d-9343-eadcac11789a,Processing Time UTC,Time Interval,Event Count,,,,,CDO_vibracoustic__somqf0 - d4fba51f-d37e-4c69-be57-309e31d0d320,Processing Time UTC,Time Interval,Event Count,,,,,hilton_int_datacenter - 43ffe67c-5e0f-4682-b9c7-3e67f61ab537,Processing Time UTC,Time Interval,Event Count
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/25/08/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-25-08-19-03-4963bc8b-65cb-3161-9751-00abf1bb4bd9.json.gz,2025-08-25 08:26:27,6.00m,5050,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/25/07/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-25-08-21-44-8d1a3a17-c4e3-3bb0-8ab4-65249a905f52.json.gz,2025-08-25 08:28:51,51.00s,196,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-0de4e9b8-0724-454c-9c36-1499ab2aa0da-data/2025/08/24/20/FTD/eu-prod-0de4e9b8-0724-454c-9c36-1499ab2aa0da-compressed-buffered-1-2025-08-25-08-07-43-d1e97acc-56a7-3026-a9ec-3ab194f10478.json.gz,2025-08-25 08:27:41,0.00s,998,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/08/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-25-08-20-46-9b1a5dd7-2574-3123-abb0-eb22ffed5b86.json.gz,2025-08-25 08:28:02,1.07m,33016,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/25/07/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-25-08-20-26-010a278c-e1f6-3e39-b60d-8b161c86036b.json.gz,2025-08-25 08:27:43,0.00s,5749,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4614a6f-c912-456a-89a6-dd3250a6ee0e-data/2025/08/25/07/FTD/eu-prod-d4614a6f-c912-456a-89a6-dd3250a6ee0e-compressed-2-2025-08-25-08-28-04-151b9e63-d0a1-3740-b660-05a8cfb280dd.json.gz,2025-08-25 08:30:20,0.00s,80031,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/25/08/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-25-08-20-14-6594a4e5-0feb-341e-ac14-d5346260e2b6.json.gz,2025-08-25 08:27:44,1.67m,54990,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/25/05/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-buffered-1-2025-08-25-08-06-32-c2331d4b-d187-351c-9f00-4ff0b732741a.json.gz,2025-08-25 08:26:26,21.00s,3,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7c216ec6-0040-46f7-a283-93670959b8c6-data/2025/08/25/08/FTD/eu-prod-7c216ec6-0040-46f7-a283-93670959b8c6-compressed-2-2025-08-25-08-28-51-c8a162f8-5c9c-302e-8a1a-ca53eed4053d.json.gz,2025-08-25 08:30:30,1.00s,128679,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-fcd2c3b8-0b1e-4d76-b510-e16d2ef8efe5-data/2025/08/22/06/FTD/eu-prod-fcd2c3b8-0b1e-4d76-b510-e16d2ef8efe5-compressed-buffered-1-2025-08-25-08-10-14-d07186bd-c7e8-3953-822a-32da6b748091.json.gz,2025-08-25 08:29:02,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/08/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-25-08-21-00-6108ef0d-577c-38e8-be55-798d7739d5d3.json.gz,2025-08-25 08:28:18,40.00s,68332,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/25/07/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-25-08-20-56-f34a2ff9-1756-39d6-b2b3-53a1b2920d1f.json.gz,2025-08-25 08:28:24,4.00s,17,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/25/07/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-25-08-26-52-75eefef5-333b-38e0-9573-105ee83049cc.json.gz,2025-08-25 08:30:09,0.00s,19,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/25/07/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-25-08-22-23-f92b205a-5aeb-3cc1-8f1d-296de1bf823c.json.gz,2025-08-25 08:29:51,2.00s,48,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-43ffe67c-5e0f-4682-b9c7-3e67f61ab537-data/2025/08/25/07/FTD/eu-prod-43ffe67c-5e0f-4682-b9c7-3e67f61ab537-compressed-1-2025-08-25-08-24-56-defe8ac3-0169-384e-8004-b5ef7cb5ac28.json.gz,2025-08-25 08:32:16,2.10m,16757
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/25/07/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-25-08-13-03-0f185a15-33f6-38ad-a2b4-bf0f24b13321.json.gz,2025-08-25 08:20:27,1.00s,5,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/25/06/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-buffered-1-2025-08-25-08-08-06-8d9b0dc2-b344-341e-bef0-ffb3522883d3.json.gz,2025-08-25 08:28:00,1.05m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-0de4e9b8-0724-454c-9c36-1499ab2aa0da-data/2025/08/25/01/FTD/eu-prod-0de4e9b8-0724-454c-9c36-1499ab2aa0da-compressed-buffered-1-2025-08-25-08-07-51-226bbf38-da44-3469-b36d-e2aab6cc33c5.json.gz,2025-08-25 08:27:41,1.00s,1680,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/23/02/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-25-08-07-03-af75ef01-9214-3d60-80a3-b8aa5e836a49.json.gz,2025-08-25 08:26:58,1.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/25/08/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-25-08-20-26-01df6229-2381-3b03-b28f-28607b565e60.json.gz,2025-08-25 08:27:43,4.35m,79938,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4614a6f-c912-456a-89a6-dd3250a6ee0e-data/2025/08/25/07/FTD/eu-prod-d4614a6f-c912-456a-89a6-dd3250a6ee0e-compressed-2-2025-08-25-08-28-04-484e9408-fcc3-33cb-aa39-3a35f2108cc6.json.gz,2025-08-25 08:30:20,3.00s,77460,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/25/06/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-25-08-06-09-cdbadd26-8ba9-3170-a73e-90b8e4a6858c.json.gz,2025-08-25 08:26:04,7.00s,6,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/25/07/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-25-08-18-41-0d0d5779-5a70-3b8d-b35e-767f765b30dc.json.gz,2025-08-25 08:26:05,0.00s,5,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7c216ec6-0040-46f7-a283-93670959b8c6-data/2025/08/25/07/FTD/eu-prod-7c216ec6-0040-46f7-a283-93670959b8c6-compressed-2-2025-08-25-08-28-51-1478a782-e67e-30a6-9fa2-abc9f4e833fb.json.gz,2025-08-25 08:30:29,55.00s,866,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-fcd2c3b8-0b1e-4d76-b510-e16d2ef8efe5-data/2025/08/22/09/FTD/eu-prod-fcd2c3b8-0b1e-4d76-b510-e16d2ef8efe5-compressed-buffered-1-2025-08-25-08-09-25-cb8da940-1560-338b-8866-0b0fa42194b5.json.gz,2025-08-25 08:29:02,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-25-08-07-43-4d5c4453-24c7-30fa-ba2b-ced22cf711b3.json.gz,2025-08-25 08:27:38,2.00s,13,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/25/08/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-25-08-20-56-28f13887-0ad2-3312-ac61-1df6b9c605d9.json.gz,2025-08-25 08:28:20,5.70m,448,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/25/08/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-25-08-26-52-9999a6eb-e076-376e-b73d-7ecd40e4b428.json.gz,2025-08-25 08:30:09,2.02m,9582,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/25/08/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-25-08-22-23-57a871c4-ffa6-3b59-bbc7-3ecb1a0f772b.json.gz,2025-08-25 08:29:49,4.90m,6758,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-43ffe67c-5e0f-4682-b9c7-3e67f61ab537-data/2025/08/25/08/FTD/eu-prod-43ffe67c-5e0f-4682-b9c7-3e67f61ab537-compressed-1-2025-08-25-08-24-09-682b978c-83cd-3e56-9497-0fc9586cbff4.json.gz,2025-08-25 08:30:10,2.00s,498487
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/25/08/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-25-08-13-03-6f886816-b411-3c22-b1bc-41446819cb7a.json.gz,2025-08-25 08:20:26,5.92m,6359,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/25/08/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-25-08-19-57-98844dd1-f73a-337b-930e-0950f9da6b70.json.gz,2025-08-25 08:26:57,3.48m,65358,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-0de4e9b8-0724-454c-9c36-1499ab2aa0da-data/2025/07/28/03/FTD/eu-prod-0de4e9b8-0724-454c-9c36-1499ab2aa0da-compressed-buffered-1-2025-08-25-08-10-49-5c05660a-0d87-3166-9601-7b1eac693805.json.gz,2025-08-25 08:27:40,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-25-08-07-01-7f04df72-5b5f-3e27-8ea8-34be16fbffdb.json.gz,2025-08-25 08:26:57,1.55m,29,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/23/10/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-25-08-03-40-1ea26823-dadf-3333-8666-f36a07327d0f.json.gz,2025-08-25 08:23:22,1.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4614a6f-c912-456a-89a6-dd3250a6ee0e-data/2025/08/25/07/FTD/eu-prod-d4614a6f-c912-456a-89a6-dd3250a6ee0e-compressed-2-2025-08-25-08-28-04-2c30567e-4faa-3f7f-856f-e2c0d50d5901.json.gz,2025-08-25 08:30:17,0.00s,81296,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/25/07/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-25-08-18-26-d60c89f4-38f6-37b0-9244-60e36e25e53a.json.gz,2025-08-25 08:25:57,4.53m,52,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/25/08/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-25-08-18-41-bc78df25-3c10-34de-922b-05aa0aea98c1.json.gz,2025-08-25 08:26:05,5.85m,5735,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7c216ec6-0040-46f7-a283-93670959b8c6-data/2025/08/25/07/FTD/eu-prod-7c216ec6-0040-46f7-a283-93670959b8c6-compressed-2-2025-08-25-08-27-56-0e057cdb-fd37-3d7d-a48c-562d83c9213a.json.gz,2025-08-25 08:29:34,0.00s,646,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-fcd2c3b8-0b1e-4d76-b510-e16d2ef8efe5-data/2025/08/24/16/FTD/eu-prod-fcd2c3b8-0b1e-4d76-b510-e16d2ef8efe5-compressed-buffered-1-2025-08-25-08-11-37-cd2b47ad-4ea6-35c3-9f7e-6fc11e717c10.json.gz,2025-08-25 08:29:02,0.00s,5,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/01/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-25-08-08-01-eca17a26-fb19-372c-b84d-217a2d93aadd.json.gz,2025-08-25 08:27:36,55.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/25/08/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-25-08-15-14-38be390c-a174-3ca1-8013-e50b07785cb0.json.gz,2025-08-25 08:22:38,1.00s,228,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/25/07/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-25-08-24-50-b7dd2348-cf4f-3251-b84b-f5ed1596dc10.json.gz,2025-08-25 08:28:08,0.00s,33,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/25/07/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-25-08-17-25-bf018217-832f-3737-b787-3ad8ec0c397f.json.gz,2025-08-25 08:24:55,2.00s,14,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-43ffe67c-5e0f-4682-b9c7-3e67f61ab537-data/2025/08/25/08/FTD/eu-prod-43ffe67c-5e0f-4682-b9c7-3e67f61ab537-compressed-1-2025-08-25-08-24-09-a08cfdd8-b634-3ad8-bf89-066bcf7fcf26.json.gz,2025-08-25 08:30:08,1.00s,490923
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-data/2025/08/25/08/FTD/eu-prod-65f8da2a-5f4d-4d09-a989-ce6d1c3adb0d-compressed-1-2025-08-25-08-07-03-9612cf6f-adf8-3f35-a301-e83c64512a52.json.gz,2025-08-25 08:14:31,1.00s,6382,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-data/2025/08/25/07/FTD/eu-prod-b75ee6bf-999f-41dc-a002-a1a9009d2ad6-compressed-1-2025-08-25-08-16-28-0c76966b-ced9-3ea5-9fc0-566be910c0a9.json.gz,2025-08-25 08:23:28,1.60m,229,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-0de4e9b8-0724-454c-9c36-1499ab2aa0da-data/2025/08/24/13/FTD/eu-prod-0de4e9b8-0724-454c-9c36-1499ab2aa0da-compressed-buffered-1-2025-08-25-08-07-43-d8816cb0-bebf-3b83-8ff7-bc4d115533ac.json.gz,2025-08-25 08:27:40,0.00s,345,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/07/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-25-08-18-12-1cfd91f8-9db8-31b8-9f29-2067612c8353.json.gz,2025-08-25 08:25:24,2.80m,10595,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/25/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-25-08-03-27-f4bdd13e-2508-3233-bed9-2cdb90d2cbf5.json.gz,2025-08-25 08:23:21,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4614a6f-c912-456a-89a6-dd3250a6ee0e-data/2025/08/25/07/FTD/eu-prod-d4614a6f-c912-456a-89a6-dd3250a6ee0e-compressed-2-2025-08-25-08-28-04-423519dd-0c2c-3bc1-b0ad-c7fb7cb641e5.json.gz,2025-08-25 08:30:17,0.00s,79739,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/25/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-25-08-01-32-89a740c4-1129-30e5-8467-c5943ef035dc.json.gz,2025-08-25 08:21:25,1.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-data/2025/08/25/08/FTD/eu-prod-7a921b5d-72bf-4fcb-a6fb-e1e34de31ec7-compressed-1-2025-08-25-08-12-42-a3eebaad-23b2-3453-a5d6-61592cf8aa61.json.gz,2025-08-25 08:20:14,2.00s,2706,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-7c216ec6-0040-46f7-a283-93670959b8c6-data/2025/08/25/08/FTD/eu-prod-7c216ec6-0040-46f7-a283-93670959b8c6-compressed-2-2025-08-25-08-27-56-a529d4d6-6d2e-3474-b406-6e3085e5f825.json.gz,2025-08-25 08:29:34,1.10m,88279,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-fcd2c3b8-0b1e-4d76-b510-e16d2ef8efe5-data/2025/08/25/00/FTD/eu-prod-fcd2c3b8-0b1e-4d76-b510-e16d2ef8efe5-compressed-buffered-1-2025-08-25-08-10-31-c8ec55da-d9de-330c-b24a-80fac199f758.json.gz,2025-08-25 08:29:02,0.00s,13,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/07/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-25-08-19-36-1c3078fd-2a58-3638-ac77-54f2bae0fd80.json.gz,2025-08-25 08:26:41,3.67m,446,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-data/2025/08/25/07/FTD/eu-prod-040f6579-8ce0-4cd7-bb56-fc5f816a02da-compressed-1-2025-08-25-08-15-14-177348cf-4b78-32cb-be3a-150b13bf2ee9.json.gz,2025-08-25 08:22:37,5.40m,12,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/25/08/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-25-08-24-50-8f21ecb9-d639-3c37-85e6-155fb02affbb.json.gz,2025-08-25 08:28:08,2.03m,9755,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-data/2025/08/25/08/FTD/eu-prod-d4fba51f-d37e-4c69-be57-309e31d0d320-compressed-1-2025-08-25-08-17-25-5867dc06-2fa0-3a2c-8e4e-608512a2e836.json.gz,2025-08-25 08:24:53,6.02m,7344,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-43ffe67c-5e0f-4682-b9c7-3e67f61ab537-data/2025/08/25/08/FTD/eu-prod-43ffe67c-5e0f-4682-b9c7-3e67f61ab537-compressed-1-2025-08-25-08-24-09-060444ab-11e9-3f70-9559-2bc97deb31c9.json.gz,2025-08-25 08:30:07,0.00s,501179
